TSPAN11	ENST00000546076.6_utr3_7_0_chr12_30991916_f	4684	+	Desmodus_rotundus	KZ672043.1	4213175	4217859	-
AK6	ENST00000380822.9_utr3_4_0_chr5_69350984_r	1077	-	Desmodus_rotundus	KZ672043.1	4402405	4403482	+
PRMT8	ENST00000382622.4_utr3_9_0_chr12_3593183_f	791	+	Desmodus_rotundus	KZ672043.1	4508635	4509426	+
CRACR2A	ENST00000440314.7_utr3_19_0_chr12_3615328_r	27	-	Desmodus_rotundus	KZ672043.1	4534210	4534237	+
PARP11	ENST00000228820.9_utr3_7_0_chr12_3808861_r	3262	-	Desmodus_rotundus	KZ672043.1	4725239	4728501	+
CCND2	ENST00000261254.8_utr3_4_0_chr12_4300010_f	5344	+	Desmodus_rotundus	KZ672043.1	5209762	5215106	+
TIGAR	ENST00000179259.6_utr3_5_0_chr12_4352692_f	7337	+	Desmodus_rotundus	KZ672043.1	5246489	5253826	+
FGF23	ENST00000237837.2_utr3_2_0_chr12_4368227_r	2116	-	Desmodus_rotundus	KZ672043.1	5257204	5259320	+
FGF6	ENST00000228837.3_utr3_2_0_chr12_4434142_r	73	-	Desmodus_rotundus	KZ672043.1	5328379	5328452	+
RAD51AP1	ENST00000352618.9_utr3_8_0_chr12_4558994_f	1054	+	Desmodus_rotundus	KZ672043.1	5476523	5477577	+
DYRK4	ENST00000543431.6_utr3_14_0_chr12_4613754_f	122	+	Desmodus_rotundus	KZ672043.1	5533599	5533721	+
NDUFA9	ENST00000266544.10_utr3_10_0_chr12_4687109_f	7209	+	Desmodus_rotundus	KZ672043.1	5617670	5624879	+
KCNA6	ENST00000280684.4_utr3_0_0_chr12_4811632_f	1687	+	Desmodus_rotundus	KZ672043.1	5726355	5728042	+
METAP2	ENST00000323666.10_utr3_10_0_chr12_95513905_f	1935	+	Desmodus_rotundus	KZ672043.1	5968372	5970307	-
TRA2B	ENST00000453386.7_utr3_8_0_chr3_185914558_r	3157	-	Desmodus_rotundus	KZ672043.1	6215842	6218999	+
TMCC3	ENST00000261226.9_utr3_3_0_chr12_94567122_r	4313	-	Desmodus_rotundus	KZ672043.1	6293347	6297660	-
CEP83	ENST00000397809.10_utr3_16_0_chr12_94307698_r	1115	-	Desmodus_rotundus	KZ672043.1	6513589	6514704	-
SEC62	ENST00000337002.9_utr3_7_0_chr3_169993064_f	5310	+	Desmodus_rotundus	KZ672043.1	6871169	6876479	+
CRADD	ENST00000332896.8_utr3_2_0_chr12_93850272_f	485	+	Desmodus_rotundus	KZ672043.1	6895912	6896397	-
SOCS2	ENST00000551556.2_utr3_1_0_chr12_93575180_f	1566	+	Desmodus_rotundus	KZ672043.1	7149865	7151431	-
MRPL42	ENST00000549982.6_utr3_5_0_chr12_93501222_f	14993	+	Desmodus_rotundus	KZ672043.1	7199257	7214250	-
PLEKHG7	ENST00000344636.6_utr3_16_0_chr12_92770196_f	2260	+	Desmodus_rotundus	KZ672043.1	7833916	7836176	-
BTG1	ENST00000256015.5_utr3_1_0_chr12_92140278_r	3802	-	Desmodus_rotundus	KZ672043.1	8340738	8344540	-
DCN	ENST00000052754.10_utr3_7_0_chr12_91140484_r	5574	-	Desmodus_rotundus	KZ672043.1	9233641	9239215	-
LUM	ENST00000266718.5_utr3_2_0_chr12_91102629_r	1536	-	Desmodus_rotundus	KZ672043.1	9269228	9270764	-
KERA	ENST00000266719.4_utr3_2_0_chr12_91050491_r	855	-	Desmodus_rotundus	KZ672043.1	9309605	9310460	-
EPYC	ENST00000261172.8_utr3_6_0_chr12_90963682_r	474	-	Desmodus_rotundus	KZ672043.1	9393653	9394127	-
CCER1	ENST00000358859.3_utr3_0_0_chr12_90952215_r	1307	-	Desmodus_rotundus	KZ672043.1	9405281	9406588	-
PRPSAP1	ENST00000446526.8_utr3_9_0_chr17_76309478_r	2064	-	Desmodus_rotundus	KZ672043.1	9912464	9914528	-
ATP2B1	ENST00000428670.8_utr3_20_0_chr12_89588049_r	2935	-	Desmodus_rotundus	KZ672043.1	10577500	10580435	-
DUSP6	ENST00000279488.8_utr3_2_0_chr12_89347235_r	2019	-	Desmodus_rotundus	KZ672043.1	10817010	10819029	-
DCTN2	ENST00000548249.6_utr3_13_0_chr12_57530051_r	638	-	Desmodus_rotundus	KZ672043.1	11109777	11110415	+
C12orf29	ENST00000356891.4_utr3_6_0_chr12_88048423_f	1738	+	Desmodus_rotundus	KZ672043.1	12017005	12018743	-
CEP290	ENST00000552810.6_utr3_53_0_chr12_88049016_r	168	-	Desmodus_rotundus	KZ672043.1	12017969	12018137	-
C12orf50	ENST00000298699.7_utr3_12_0_chr12_87980035_r	296	-	Desmodus_rotundus	KZ672043.1	12061799	12062095	-
SFPQ	ENST00000357214.6_utr3_9_0_chr1_35182936_r	1520	-	Desmodus_rotundus	KZ672043.1	12353422	12354942	-
MGAT4C	ENST00000611864.5_utr3_4_0_chr12_85955667_r	23622	-	Desmodus_rotundus	KZ672043.1	13687287	13710909	-
NTS	ENST00000256010.7_utr3_3_0_chr12_85882376_f	617	+	Desmodus_rotundus	KZ672043.1	13758764	13759381	-
ALX1	ENST00000316824.4_utr3_3_0_chr12_85301476_f	309	+	Desmodus_rotundus	KZ672043.1	14331452	14331761	-
LRRIQ1	ENST00000393217.7_utr3_26_0_chr12_85244942_f	164	+	Desmodus_rotundus	KZ672043.1	14391370	14391534	-
TSPAN19	ENST00000532498.7_utr3_8_0_chr12_85014317_r	170	-	Desmodus_rotundus	KZ672043.1	14617726	14617896	-
SMARCA2	ENST00000349721.8_utr3_33_0_chr9_2192740_f	881	+	Desmodus_rotundus	KZ672043.1	14660556	14661437	-
SLC6A15	ENST00000266682.10_utr3_11_0_chr12_84859491_r	2141	-	Desmodus_rotundus	KZ672043.1	14722103	14724244	-
ZMYM2	ENST00000610343.5_utr3_24_0_chr13_20086015_f	3101	+	Desmodus_rotundus	KZ672043.1	15173987	15177088	+
TMTC2	ENST00000321196.8_utr3_11_0_chr12_83132390_f	2477	+	Desmodus_rotundus	KZ672043.1	16157183	16159660	-
METTL25	ENST00000248306.8_utr3_11_0_chr12_82479025_f	215	+	Desmodus_rotundus	KZ672043.1	16749170	16749385	-
CCDC59	ENST00000256151.8_utr3_3_0_chr12_82352303_r	848	-	Desmodus_rotundus	KZ672043.1	16855279	16856127	-
TNFAIP6	ENST00000243347.5_utr3_5_0_chr2_151379534_f	513	+	Desmodus_rotundus	KZ672044.1	13226	13739	+
RIF1	ENST00000444746.7_utr3_35_0_chr2_151475072_f	7101	+	Desmodus_rotundus	KZ672044.1	104150	111251	+
DIRAS3	ENST00000646789.1_utr3_1_0_chr1_68045962_r	646	-	Desmodus_rotundus	KZ672045.1	132046	132692	+
CD55	ENST00000367064.9_utr3_9_0_chr1_207359611_f	1356	+	Desmodus_rotundus	KZ672045.1	210902	212258	+
CR1L	ENST00000508064.7_utr3_11_0_chr1_207723686_f	18	+	Desmodus_rotundus	KZ672045.1	394691	394709	+
CR1	ENST00000367049.9_utr3_46_0_chr1_207639410_f	2356	+	Desmodus_rotundus	KZ672045.1	403882	406238	+
CD34	ENST00000310833.12_utr3_7_0_chr1_207880972_r	6766	-	Desmodus_rotundus	KZ672045.1	677171	683937	+
PLXNA2	ENST00000367033.4_utr3_31_0_chr1_208022242_r	5001	-	Desmodus_rotundus	KZ672045.1	801962	806963	+
TMEM17	ENST00000335390.6_utr3_3_0_chr2_62500218_r	991	-	Desmodus_rotundus	KZ672045.1	2019033	2020024	-
LAMB3	ENST00000356082.9_utr3_22_0_chr1_209614870_r	401	-	Desmodus_rotundus	KZ672045.1	2211345	2211746	+
G0S2	ENST00000367029.5_utr3_1_0_chr1_209675997_f	394	+	Desmodus_rotundus	KZ672045.1	2269044	2269438	+
HSD11B1	ENST00000367027.5_utr3_5_0_chr1_209734522_f	408	+	Desmodus_rotundus	KZ672045.1	2328772	2329180	+
C1orf74	ENST00000294811.2_utr3_1_0_chr1_209779208_r	3617	-	Desmodus_rotundus	KZ672045.1	2367751	2371368	+
IRF6	ENST00000367021.8_utr3_8_0_chr1_209785617_r	2803	-	Desmodus_rotundus	KZ672045.1	2374081	2376884	+
UTP25	ENST00000491415.7_utr3_11_0_chr1_209851448_f	6118	+	Desmodus_rotundus	KZ672045.1	2436165	2442283	+
SYT14	ENST00000367019.6_utr3_8_0_chr1_210161043_f	10273	+	Desmodus_rotundus	KZ672045.1	2707540	2717813	+
HHAT	ENST00000261458.8_utr3_11_0_chr1_210674380_f	1911	+	Desmodus_rotundus	KZ672045.1	3052369	3054280	+
KCNH1	ENST00000271751.10_utr3_10_0_chr1_210678314_r	4967	-	Desmodus_rotundus	KZ672045.1	3056718	3061685	+
RCOR3	ENST00000419091.7_utr3_11_0_chr1_211313769_f	2617	+	Desmodus_rotundus	KZ672045.1	3482734	3485351	+
TRAF5	ENST00000261464.10_utr3_10_0_chr1_211372703_f	2244	+	Desmodus_rotundus	KZ672045.1	3543303	3545547	+
RD3	ENST00000680073.1_utr3_2_0_chr1_211476522_r	2514	-	Desmodus_rotundus	KZ672045.1	3558759	3561273	+
SLC30A1	ENST00000367001.5_utr3_1_0_chr1_211571568_r	3820	-	Desmodus_rotundus	KZ672045.1	3635776	3639596	+
NEK2	ENST00000366999.9_utr3_7_0_chr1_211662772_r	654	-	Desmodus_rotundus	KZ672045.1	3717238	3717892	+
LPGAT1	ENST00000366997.9_utr3_7_0_chr1_211743457_r	6442	-	Desmodus_rotundus	KZ672045.1	3767631	3774073	+
INTS7	ENST00000366994.8_utr3_19_0_chr1_211940403_r	1421	-	Desmodus_rotundus	KZ672045.1	3897550	3898971	+
DTL	ENST00000366991.5_utr3_14_0_chr1_212102941_f	2073	+	Desmodus_rotundus	KZ672045.1	4007387	4009460	+
PPP2R5A	ENST00000261461.7_utr3_12_0_chr1_212360771_f	1083	+	Desmodus_rotundus	KZ672045.1	4217837	4218920	+
PACC1	ENST00000261455.9_utr3_7_0_chr1_212363928_r	1287	-	Desmodus_rotundus	KZ672045.1	4219861	4221148	+
NENF	ENST00000366988.5_utr3_3_0_chr1_212446007_f	373	+	Desmodus_rotundus	KZ672045.1	4266715	4267088	+
ATF3	ENST00000341491.9_utr3_3_0_chr1_212619556_f	1220	+	Desmodus_rotundus	KZ672045.1	4425362	4426582	+
BATF3	ENST00000243440.2_utr3_2_0_chr1_212686417_r	374	-	Desmodus_rotundus	KZ672045.1	4468050	4468424	+
TATDN3	ENST00000366974.9_utr3_9_0_chr1_212815157_f	1674	+	Desmodus_rotundus	KZ672045.1	4547719	4549393	+
SPATA45	ENST00000332912.3_utr3_2_0_chr1_212830141_r	101	-	Desmodus_rotundus	KZ672045.1	4554150	4554251	+
FLVCR1	ENST00000366971.9_utr3_9_0_chr1_212895291_f	4073	+	Desmodus_rotundus	KZ672045.1	4598278	4602351	+
VASH2	ENST00000517399.3_utr3_7_0_chr1_212988585_f	3001	+	Desmodus_rotundus	KZ672045.1	4658361	4661362	+
ANGEL2	ENST00000366962.8_utr3_8_0_chr1_212992182_r	2859	-	Desmodus_rotundus	KZ672045.1	4661212	4664071	+
RPS6KC1	ENST00000366960.8_utr3_14_0_chr1_213272635_f	2140	+	Desmodus_rotundus	KZ672045.1	4839981	4842121	+
PROX1	ENST00000366958.9_utr3_4_0_chr1_214035835_f	5676	+	Desmodus_rotundus	KZ672045.1	5465173	5470849	+
SMYD2	ENST00000366957.10_utr3_11_0_chr1_214336785_f	347	+	Desmodus_rotundus	KZ672045.1	5703331	5703678	+
PTPN14	ENST00000366956.10_utr3_18_0_chr1_214348700_r	9222	-	Desmodus_rotundus	KZ672045.1	5706228	5715450	+
KCNK2	ENST00000444842.7_utr3_6_0_chr1_215235146_f	1945	+	Desmodus_rotundus	KZ672045.1	6310443	6312388	+
PLA2G4A	ENST00000367466.4_utr3_17_0_chr1_186988509_f	473	+	Desmodus_rotundus	KZ672045.1	6499996	6500469	-
PTGS2	ENST00000367468.10_utr3_9_0_chr1_186671791_r	2562	-	Desmodus_rotundus	KZ672045.1	6752234	6754796	-
TPR	ENST00000367478.9_utr3_50_0_chr1_186311652_r	2319	-	Desmodus_rotundus	KZ672045.1	6967518	6969837	-
HMCN1	ENST00000271588.9_utr3_106_0_chr1_186189879_f	1071	+	Desmodus_rotundus	KZ672045.1	7051433	7052504	-
NTAQ1	ENST00000287387.7_utr3_5_0_chr8_123441416_f	825	+	Desmodus_rotundus	KZ672045.1	7638852	7639677	-
IVNS1ABP	ENST00000367498.8_utr3_14_0_chr1_185296388_r	1647	-	Desmodus_rotundus	KZ672045.1	7707719	7709366	-
RNF2	ENST00000367510.8_utr3_6_0_chr1_185100302_f	2302	+	Desmodus_rotundus	KZ672045.1	7828789	7831091	-
ANXA1	ENST00000257497.11_utr3_12_0_chr9_73170108_f	286	+	Desmodus_rotundus	KZ672045.1	7860154	7860440	-
NIBAN1	ENST00000367511.4_utr3_13_0_chr1_184791032_r	3945	-	Desmodus_rotundus	KZ672045.1	8020943	8024888	-
EDEM3	ENST00000318130.13_utr3_19_0_chr1_184690237_r	3826	-	Desmodus_rotundus	KZ672045.1	8088013	8091839	-
C1orf21	ENST00000235307.7_utr3_5_0_chr1_184619557_f	9463	+	Desmodus_rotundus	KZ672045.1	8135870	8145333	-
COLGALT2	ENST00000361927.9_utr3_11_0_chr1_183935834_r	2927	-	Desmodus_rotundus	KZ672045.1	8615362	8618289	-
RGL1	ENST00000360851.4_utr3_17_0_chr1_183926293_f	2240	+	Desmodus_rotundus	KZ672045.1	8624056	8626296	-
APOBEC4	ENST00000308641.6_utr3_1_0_chr1_183646275_r	1403	-	Desmodus_rotundus	KZ672045.1	8829471	8830874	-
ARPC5	ENST00000359856.11_utr3_3_0_chr1_183620846_r	6686	-	Desmodus_rotundus	KZ672045.1	8844894	8851580	-
NCF2	ENST00000367535.8_utr3_14_0_chr1_183555562_r	556	-	Desmodus_rotundus	KZ672045.1	8900176	8900732	-
SMG7	ENST00000688051.1_utr3_22_0_chr1_183551932_f	2260	+	Desmodus_rotundus	KZ672045.1	8901507	8903767	-
NMNAT2	ENST00000287713.7_utr3_10_0_chr1_183248237_r	4404	-	Desmodus_rotundus	KZ672045.1	9102976	9107380	-
LAMC2	ENST00000264144.5_utr3_22_0_chr1_183243401_f	1727	+	Desmodus_rotundus	KZ672045.1	9109499	9111226	-
LAMC1	ENST00000258341.5_utr3_27_0_chr1_183142791_f	2802	+	Desmodus_rotundus	KZ672045.1	9189489	9192291	-
SHCBP1L	ENST00000367547.8_utr3_9_0_chr1_182899865_r	118	-	Desmodus_rotundus	KZ672045.1	9357136	9357254	-
OIP5	ENST00000220514.8_utr3_4_0_chr15_41309273_r	481	-	Desmodus_rotundus	KZ672045.1	9439343	9439824	+
RGS8	ENST00000515211.2_utr3_7_0_chr1_182641818_r	4917	-	Desmodus_rotundus	KZ672045.1	9529368	9534285	-
RGS16	ENST00000367558.6_utr3_4_0_chr1_182598623_r	1669	-	Desmodus_rotundus	KZ672045.1	9566541	9568210	-
TEDDM1	ENST00000367565.2_utr3_0_0_chr1_182398117_r	1547	-	Desmodus_rotundus	KZ672045.1	9678095	9679642	-
GLUL	ENST00000331872.11_utr3_6_0_chr1_182378098_r	6307	-	Desmodus_rotundus	KZ672045.1	9692458	9698765	-
CACNA1E	ENST00000367573.7_utr3_47_0_chr1_181798835_f	9250	+	Desmodus_rotundus	KZ672045.1	9963206	9972456	-
IER5	ENST00000367577.7_utr3_0_0_chr1_181089887_f	3014	+	Desmodus_rotundus	KZ672045.1	10512164	10515178	-
MR1	ENST00000367580.6_utr3_5_0_chr1_181055266_f	6673	+	Desmodus_rotundus	KZ672045.1	10529600	10536273	-
STX6	ENST00000258301.6_utr3_7_0_chr1_180972725_r	3845	-	Desmodus_rotundus	KZ672045.1	10579099	10582944	-
XPR1	ENST00000367590.9_utr3_14_0_chr1_180884067_f	6213	+	Desmodus_rotundus	KZ672045.1	10634522	10640735	-
LHX4	ENST00000263726.4_utr3_5_0_chr1_180274580_f	4405	+	Desmodus_rotundus	KZ672045.1	10999432	11003837	-
QSOX1	ENST00000367602.8_utr3_11_0_chr1_180197038_f	6993	+	Desmodus_rotundus	KZ672045.1	11061738	11068731	-
CEP350	ENST00000367607.8_utr3_37_0_chr1_180111162_f	3714	+	Desmodus_rotundus	KZ672045.1	11124367	11128081	-
TOR1AIP1	ENST00000606911.7_utr3_9_0_chr1_179918240_f	1837	+	Desmodus_rotundus	KZ672045.1	11257464	11259301	-
FAM163A	ENST00000341785.5_utr3_4_0_chr1_179814190_f	2009	+	Desmodus_rotundus	KZ672045.1	11337711	11339720	-
TDRD5	ENST00000444136.6_utr3_17_0_chr1_179690944_f	329	+	Desmodus_rotundus	KZ672045.1	11413598	11413927	-
AXDND1	ENST00000367618.8_utr3_25_0_chr1_179554520_f	216	+	Desmodus_rotundus	KZ672045.1	11473202	11473418	-
NPHS2	ENST00000367615.9_utr3_7_0_chr1_179550539_r	634	-	Desmodus_rotundus	KZ672045.1	11476366	11477000	-
SOAT1	ENST00000367619.8_utr3_15_0_chr1_179353642_f	5039	+	Desmodus_rotundus	KZ672045.1	11529678	11534717	-
ABL2	ENST00000502732.6_utr3_11_0_chr1_179099330_r	8388	-	Desmodus_rotundus	KZ672045.1	11710078	11718466	-
TOR3A	ENST00000367627.8_utr3_5_0_chr1_179095219_f	778	+	Desmodus_rotundus	KZ672045.1	11719800	11720578	-
FAM20B	ENST00000263733.5_utr3_7_0_chr1_179072145_f	4423	+	Desmodus_rotundus	KZ672045.1	11734741	11739164	-
ANGPTL1	ENST00000234816.7_utr3_5_0_chr1_178849535_r	1594	-	Desmodus_rotundus	KZ672045.1	11872027	11873621	-
CLEC20A	ENST00000623247.3_utr3_7_0_chr1_178479240_r	295	-	Desmodus_rotundus	KZ672045.1	12090751	12091046	-
RASAL2	ENST00000367649.8_utr3_17_0_chr1_178473240_f	5611	+	Desmodus_rotundus	KZ672045.1	12091356	12096967	-
BRINP2	ENST00000361539.5_utr3_7_0_chr1_177281529_f	894	+	Desmodus_rotundus	KZ672045.1	12967293	12968187	-
ASTN1	ENST00000361833.7_utr3_22_0_chr1_176861067_r	3217	-	Desmodus_rotundus	KZ672045.1	13346011	13349228	-
COP1	ENST00000367669.8_utr3_19_0_chr1_175944831_r	322	-	Desmodus_rotundus	KZ672045.1	13829861	13830183	-
TNR	ENST00000367674.7_utr3_22_0_chr1_175315194_r	8163	-	Desmodus_rotundus	KZ672045.1	14285432	14293595	-
KIAA0040	ENST00000423313.6_utr3_3_0_chr1_175156986_r	3728	-	Desmodus_rotundus	KZ672045.1	14371958	14375686	-
CACYBP	ENST00000367679.7_utr3_5_0_chr1_175010080_f	1948	+	Desmodus_rotundus	KZ672045.1	14468999	14470947	-
RABGAP1L	ENST00000681986.1_utr3_25_0_chr1_174990002_f	5307	+	Desmodus_rotundus	KZ672045.1	14482753	14488060	-
MEA1	ENST00000244711.4_utr3_3_0_chr6_43011143_r	1327	-	Desmodus_rotundus	KZ672045.1	14596564	14597891	-
CHKB	ENST00000406938.3_utr3_10_0_chr22_50578963_r	218	-	Desmodus_rotundus	KZ672045.1	14757556	14757774	+
GPR52	ENST00000367685.5_utr3_0_0_chr1_174449198_f	348	+	Desmodus_rotundus	KZ672045.1	14778231	14778579	-
PSMD8	ENST00000215071.9_utr3_6_0_chr19_38383391_f	434	+	Desmodus_rotundus	KZ672045.1	14935764	14936198	+
ZBTB37	ENST00000367701.10_utr3_4_0_chr1_173886125_f	17423	+	Desmodus_rotundus	KZ672045.1	15071692	15089115	-
SERPINC1	ENST00000367698.4_utr3_6_0_chr1_173903800_r	89	-	Desmodus_rotundus	KZ672045.1	15073512	15073601	-
CENPL	ENST00000682279.1_utr3_5_0_chr1_173799550_r	898	-	Desmodus_rotundus	KZ672045.1	15137536	15138434	-
KLHL20	ENST00000209884.5_utr3_11_0_chr1_173785248_f	1445	+	Desmodus_rotundus	KZ672045.1	15144725	15146170	-
TNFSF4	ENST00000281834.4_utr3_2_0_chr1_173183731_r	2785	-	Desmodus_rotundus	KZ672045.1	15403226	15406011	-
TNFSF18	ENST00000404377.5_utr3_2_0_chr1_173039202_r	2165	-	Desmodus_rotundus	KZ672045.1	15474783	15476948	-
FASLG	ENST00000367721.3_utr3_3_0_chr1_172666017_f	860	+	Desmodus_rotundus	KZ672045.1	15716366	15717226	-
C1orf105	ENST00000367727.9_utr3_6_0_chr1_172468595_f	235	+	Desmodus_rotundus	KZ672045.1	15849960	15850195	-
PIGC	ENST00000344529.5_utr3_1_0_chr1_172441457_r	272	-	Desmodus_rotundus	KZ672045.1	15868536	15868808	-
DNM3	ENST00000627582.3_utr3_20_0_chr1_172407842_f	4876	+	Desmodus_rotundus	KZ672045.1	15877938	15882814	-
METTL13	ENST00000361735.4_utr3_7_0_chr1_171796757_f	960	+	Desmodus_rotundus	KZ672045.1	16282624	16283584	-
VAMP4	ENST00000236192.12_utr3_7_0_chr1_171700160_r	4346	-	Desmodus_rotundus	KZ672045.1	16320700	16325046	-
MYOC	ENST00000037502.11_utr3_2_0_chr1_171635417_r	508	-	Desmodus_rotundus	KZ672045.1	16354445	16354953	-
PRRC2C	ENST00000647382.2_utr3_34_0_chr1_171591848_f	1664	+	Desmodus_rotundus	KZ672045.1	16366316	16367980	-
FMO1	ENST00000617670.6_utr3_8_0_chr1_171285545_f	417	+	Desmodus_rotundus	KZ672045.1	16474796	16475213	-
PRRX1	ENST00000239461.11_utr3_3_0_chr1_170736187_f	3235	+	Desmodus_rotundus	KZ672045.1	16701615	16704850	-
GORAB	ENST00000367763.8_utr3_4_0_chr1_170552463_f	1372	+	Desmodus_rotundus	KZ672045.1	16830834	16832206	-
SCYL3	ENST00000367771.11_utr3_12_0_chr1_169849631_r	4082	-	Desmodus_rotundus	KZ672045.1	17242252	17246334	-
F5	ENST00000367797.9_utr3_24_0_chr1_169511951_r	2362	-	Desmodus_rotundus	KZ672045.1	17459935	17462297	-
SLC19A2	ENST00000236137.10_utr3_5_0_chr1_169463909_r	1940	-	Desmodus_rotundus	KZ672045.1	17494595	17496535	-
CCDC181	ENST00000367806.8_utr3_5_0_chr1_169394870_r	177	-	Desmodus_rotundus	KZ672045.1	17514294	17514471	-
BLZF1	ENST00000367808.8_utr3_6_0_chr1_169387183_f	1123	+	Desmodus_rotundus	KZ672045.1	17519479	17520602	-
NME7	ENST00000367811.8_utr3_11_0_chr1_169132531_r	254	-	Desmodus_rotundus	KZ672045.1	17634936	17635190	-
ATP1B1	ENST00000367815.9_utr3_5_0_chr1_169131556_f	1164	+	Desmodus_rotundus	KZ672045.1	17634979	17636143	-
DPT	ENST00000367817.4_utr3_3_0_chr1_168695468_r	1081	-	Desmodus_rotundus	KZ672045.1	17830055	17831136	-
XCL1	ENST00000367818.4_utr3_2_0_chr1_168581221_f	849	+	Desmodus_rotundus	KZ672045.1	17875173	17876022	-
XCL2	ENST00000367819.3_utr3_2_0_chr1_168540768_r	184	-	Desmodus_rotundus	KZ672045.1	17875838	17876022	+
GPR161	ENST00000682931.1_utr3_5_0_chr1_168079542_r	5989	-	Desmodus_rotundus	KZ672045.1	18073214	18079203	-
DCAF6	ENST00000367840.4_utr3_21_0_chr1_168075436_f	401	+	Desmodus_rotundus	KZ672045.1	18079737	18080138	-
MPC2	ENST00000271373.9_utr3_5_0_chr1_167916675_r	1648	-	Desmodus_rotundus	KZ672045.1	18172666	18174314	-
ADCY10	ENST00000367851.9_utr3_32_0_chr1_167809386_r	292	-	Desmodus_rotundus	KZ672045.1	18228890	18229182	-
MPZL1	ENST00000359523.7_utr3_5_0_chr1_167787922_f	3998	+	Desmodus_rotundus	KZ672045.1	18236095	18240093	-
CREG1	ENST00000370509.5_utr3_3_0_chr1_167541013_r	1285	-	Desmodus_rotundus	KZ672045.1	18354435	18355720	-
